filename,Fc_glycan_to_FcR_glycan_Fnat_tot_contacts_recovered_10A,delta_std_interface_interaction_energy,yhh_planarity,pro_close,hbond_sr_bb,delta_interface_sasa,delta_total_score,delta_hbonds,hbond_sc,hbond_lr_bb,total_score,fa_dun,fa_atr,delta_Fc_glycan_sasa_contributed,delta_pseudo_interface_energy,Fc_glycan_rmsd_after_reset,std_interface_interaction_energy,rmsd,sugar_bb,p_aa_pp,fa_elec,Fc_glycan_rmsd_after_packmin,pseudo_interface_energy,Fc_glycan_to_Fc_protein_Fnat_tot_contacts_recovered_10A,Fc_glycan_sasa_contributed,dslf_fa13,fa_sol,MonteCarlo_acceptance_rate,ref,hbonds,hbond_bb_sc,fa_intra_rep,interface_sasa,fa_rep,omega,GlcNAc_to_its_Phe_contacts_5A,atom_pair_constraint,Fc_glycan_rmsd,rama
50_sugar_small_moves_104.pdb,100.0,-0.324428451217,0.293,0.432,-48.330,-47.198248587,40.259805032,-9,-66.933,-200.091,-1212.81,690.497,-2776.787,-259.05738246,9.51780341665,7.23209300599,-62.860578548,0.0,34.204,-111.099,-317.834,9.74340052743,-31.2396933858,86.6,-2775.4593603,-5.889,794.064,62.0,-32.392,453,-48.984,561.257,-2632.46506992,299.907,60.812,1,15.798,1.96154636976,-61.735
50_sugar_small_moves_529.pdb,100.0,0.164620769886,0.294,0.392,-48.330,21.2085351816,28.5195660223,-5,-67.196,-200.448,-1224.55,687.610,-2778.814,31.4261347728,9.45209524148,4.8684570117,-62.3715293269,0.0,36.426,-111.099,-317.219,7.55980912994,-31.305401561,87.63,-2484.97584307,-5.889,790.232,68.0,-32.392,457,-48.778,554.755,-2564.05828615,300.217,60.812,2,16.610,1.1840969667,-61.735
50_sugar_small_moves_61.pdb,75.0,8.25754416562,0.299,0.123,-48.330,-112.784619069,2707.87261111,-10,-66.007,-200.091,1454.8,683.043,-2750.526,849.229834149,431.196678019,7.70700087836,-54.2786059312,0.0,35.978,-111.099,-311.980,8.87370381276,390.439181216,37.11,-1667.1721437,-5.889,779.083,0.0,-32.392,452,-48.152,561.303,-2698.05144041,702.692,60.812,0,2267.671,8.87370381276,-61.735
50_sugar_small_moves_587.pdb,100.0,1.9387058802,0.288,0.118,-48.330,-144.272856535,70.2946941616,-8,-66.873,-200.091,-1182.78,687.546,-2780.707,-271.090194287,10.3330725292,6.22224359179,-60.5974442166,0.0,45.752,-111.099,-313.370,8.37290442175,-30.4244242733,84.54,-2787.49217213,-5.889,792.185,70.0,-32.392,454,-48.668,553.765,-2729.53967787,312.033,60.812,2,33.881,2.96916861444,-61.735
50_sugar_small_moves_133.pdb,100.0,0.166593264517,0.294,0.239,-48.330,-3.59965237647,-17.7710036852,1,-67.659,-201.466,-1270.84,687.681,-2784.543,-139.206747493,-2.01914373953,7.50571623747,-62.3695568323,0.0,24.171,-111.099,-320.038,13.7351346835,-42.776640542,100.0,-2655.60872534,-5.889,794.551,62.0,-32.392,463,-52.129,551.590,-2588.86647371,287.882,60.812,2,7.218,0.911787658686,-61.735
50_sugar_small_moves_508.pdb,62.5,7.97418464368,0.299,0.789,-48.330,-234.76118142,3597.19146162,-13,-63.805,-200.091,2344.12,689.151,-2761.254,242.151052857,24.473224907,6.56749516888,-54.5619654531,0.0,31.860,-111.099,-311.943,11.6267432444,-16.2842718955,39.18,-2274.25092499,-5.889,782.415,0.0,-32.392,449,-48.422,569.283,-2820.02800276,354.947,60.812,0,3499.525,11.6267432444,-61.735
50_sugar_small_moves_125.pdb,100.0,0.261176959609,0.294,0.239,-48.330,-27.6118146552,18.7317498067,-6,-66.877,-200.245,-1234.34,686.914,-2775.522,-42.3951335136,11.0499622942,4.95894756745,-62.2749731372,0.0,35.590,-111.099,-314.682,5.19145349069,-29.7075345083,92.78,-2558.79711136,-5.889,790.886,72.0,-32.392,456,-48.456,560.858,-2612.87863599,289.594,60.812,2,5.702,1.36696559724,-61.735
50_sugar_small_moves_49.pdb,100.0,0.745619020323,0.293,0.118,-48.330,36.6870303164,44.4637834372,-2,-67.969,-200.448,-1208.61,693.726,-2795.649,-152.921886064,6.99460348722,7.97626033123,-61.7905310765,0.0,39.528,-111.099,-318.565,9.84985214518,-33.7628933152,93.81,-2669.32386391,-5.889,800.564,50.0,-32.392,460,-49.962,555.824,-2548.57979102,314.599,60.812,2,17.969,2.19084950126,-61.735
50_sugar_small_moves_630.pdb,62.5,3.01955119988,0.295,3.609,-48.330,-135.7753371,413.484919834,-6,-64.600,-200.091,-839.59,699.662,-2798.635,-154.155686462,19.8864722223,6.38467712195,-59.5165988969,0.0,45.539,-111.099,-318.204,12.4952760802,-20.8710245801,73.2,-2670.55766431,-5.889,808.187,50.0,-32.392,456,-50.728,560.558,-2721.04215844,430.122,60.812,0,243.334,6.28016773028,-61.735
50_sugar_small_moves_73.pdb,100.0,0.326668762131,0.294,0.239,-48.330,29.1510321582,19.9943240933,1,-67.791,-200.920,-1233.08,688.630,-2779.996,-101.554294119,1.31330395889,5.2704299157,-62.2094813347,0.0,35.754,-111.099,-318.690,4.85796571259,-39.4441928435,89.69,-2617.95627196,-5.889,793.772,56.0,-32.392,463,-51.372,557.109,-2556.11578918,296.236,60.812,1,12.292,1.87586141179,-61.735
